name,effect,ranking,score,risk,risk_category
호스테일켈프가루,"호스테일켈프가루(라미나리아 디지타타 파우더)는 해조류에서 추출된 성분으로, 피부 보습과 진정 효과가 뛰어나며 항산화 작용을 통해 피부 노화를 방지합니다. 또한 미네랄이 풍부하여 피부 톤 개선과 탄력 증진에 도움을 줄 수 있습니다.",[주의],1-3,없음,없음
호스래디시페록시다아제,"호스래디시페록시다아제는 강력한 항산화 효소로, 피부 보호와 미백에 도움을 주며, 염증 완화 효과가 있습니다. 그러나 일부 피부에 자극을 줄 수 있어 민감성 피부는 주의가 필요합니다.",,,민감성,자극
호스래디시뿌리추출물,"호스래디시뿌리추출물은 항산화 및 항염 효과로 피부 개선에 도움을 줄 수 있습니다. 강력한 항균 성분으로 여드름 완화에 사용되며, 피부 톤을 밝게 하여 미백 효과도 기대할 수 있습니다. 민감한 피부에 자극을 줄 수 있어 주의가 필요합니다.",,,민감성,자극
호수청어추출물,"호수청어추출물 (Coregonus Clupeaformis Extract)은 스킨케어 제품에서 보습 및 영양 공급을 위해 사용됩니다. 오메가-3 지방산과 단백질이 풍부하여 피부의 탄력 회복과 세포 재생에 도움을 주며, 항산화 효과로 피부 노화 방지에도 유리합니다. 알레르기 주의가 필요합니다.",,,민감성,알레르기
호박추출물,"호박추출물은 천연광물 성분으로 항산화 작용과 피부 진정 효과가 있습니다. 피부 노화 방지와 윤기 개선에 도움을 주며, 민감성 피부에도 적합하여 다양한 스킨케어 제품에 활용됩니다. 특정 알러지를 유발할 가능성은 적습니다.",[안전],1,민감성,알러지 유발
호박가루,"호박가루는 천연 호박을 미세하게 가공하여 만든 성분으로, 피부에 광채를 부여하고 각질을 부드럽게 제거하는 데 도움을 줍니다. 항산화 효과가 있어 노화 방지에도 유용하지만, 민감한 피부에는 자극이 될 수 있으므로 주의가 필요합니다.",[안전],1,민감성,자극
호밀피토플라센타배양추출여과물,"호밀피토플라센타배양추출여과물은 탄력 증진 및 노화 방지에 효과가 있는 성분으로, 피부 재생을 도와주는 항산화물질이 풍부합니다. 주름 개선과 피부 톤 개선에 도움을 주며, 피부의 수분 보유력을 강화하는 데 유용합니다.",,,없음,없음
호밀풀꽃추출물,"호밀풀꽃추출물은 피부 진정 및 수분 공급 효과로 화장품에 사용됩니다. 항염 작용이 있어 민감성 피부 완화에 도움을 줄 수 있습니다. 또한 노화 방지에 기여하는 항산화 성분을 포함하고 있습니다. 일반적으로 안전하게 사용되지만, 개인 차이가 있을 수 있습니다.",,,민감성,없음
호밀캘러스추출물,"호밀캘러스추출물은 피부 장벽 강화와 수분 유지에 도움을 주는 성분으로, 항산화 효과가 있어 피부 노화를 방지합니다. 주로 보습제와 항노화 제품에 사용되며, 민감한 피부에도 비교적 안전하게 사용 가능합니다.",,,민감성,없음
호밀추출물,"호밀추출물은 보습 및 영양 공급 효과가 뛰어난 성분으로, 피부의 탄력을 개선하고 세포 재생을 촉진합니다. 항산화 성분이 함유되어 있어 피부를 보호하고 활력을 줍니다. 민감한 피부에도 비교적 안전하게 사용 가능합니다.",[안전],1,민감성,없음
호밀씨가루,호밀씨가루는 피부를 부드럽게 하고 각질 제거에 도움을 줍니다. 또한 항산화 성분이 있어 피부를 보호하고 진정시키는 효과가 있습니다. 그러나 민감성 피부에는 자극을 줄 수 있으니 사용 전 패치 테스트를 권장합니다.,[안전],1-2,민감성,자극
호밀부정근추출물,"호밀부정근추출물은 항산화 및 보습 효과가 뛰어나 피부를 촉촉하고 건강하게 유지하는 데 도움을 줍니다. 주로 노화 방지 및 진정 효과를 위해 스킨케어 제품에 사용되며, 민감성 피부에도 비교적 안전한 성분으로 알려져 있습니다.",,,없음,없음
호모시스테익애씨드,"호모시스테익애씨드(호모시스테인산)는 아미노산의 대사 산물로, 화장품에서는 주로 항산화 효과를 위해 사용됩니다. 피부 보호 및 노화 방지에 도움을 줄 수 있지만, 과도한 농도 사용 시 자극을 유발할 수 있어 주의가 필요합니다.",,,없음,과도한 농도 사용시 자극
호모살레이트,"호모살레이트는 자외선 차단제에서 자주 사용되는 성분으로, UVB 광선을 흡수하여 피부 손상을 예방합니다. 하지만 피부에 자극을 줄 수 있어 민감 피부에는 주의가 필요하며, 환경 호르몬으로 작용할 가능성이 있어 논란이 있습니다.",[주의],3-5,민감성,자극
호마린에이치씨엘,"호마린에이치씨엘(Homarine HCl)은 보습 및 피부 보호 효과가 있는 성분으로, 피부의 수분 손실을 막아주고 촉촉함을 유지시켜줍니다. 또한 피부 자극을 진정시키며, 민감성 피부에 적합하지만 개인에 따라 알레르기 반응이 있을 수 있습니다.",[안전],1,민감성,알레르기
호르토니아 플로리분다잎추출물,호르토니아 플로리분다잎추출물은 피부 진정 및 항염 효과가 있어 여드름 및 민감성 피부 케어에 유용합니다. 또한 항산화 성분이 있어 노화 방지에도 도움이 됩니다. 피부 안전성이 높아 대부분 상황에서 부작용이 적습니다.,,,['민감성'],없음
호랑가시나무추출물,"호랑가시나무추출물(Ilex Cornuta Extract)은 피부 진정과 항염 효과가 있어 스킨케어 제품에 사용됩니다. 또한, 항산화 성분을 함유하여 노화 방지에 도움을 줄 수 있습니다. 일반적으로 안전하지만, 민감한 피부에는 사용 전 패치 테스트가 권장됩니다.",,,민감성,없음
호두추출물,"호두추출물(Juglans Regia Seed Extract)은 보습 및 영양 공급 효과가 있어 피부 건강 개선에 사용됩니다. 항산화 성분이 풍부하여 피부 보호에 도움을 줍니다. 단, 알레르기 반응이 있을 수 있으므로 피부 테스트가 권장됩니다.",[안전],1,민감성,알레르기
호두오일,"호두오일(잉글리쉬 월넛 오일)은 보습 및 영양 공급에 뛰어난 식물성 오일입니다. 피부에 쉽게 흡수되어 부드럽게 만들며, 오메가 지방산과 비타민이 풍부해 피부 장벽 강화와 진정 효과를 제공합니다. 알레르기 반응을 유발할 수 있으므로 주의가 필요합니다.",[안전],1,민감성,알레르기 유발
호두씨버터,"호두씨버터는 보습과 영양공급에 뛰어난 식물성 버터로, 피부를 부드럽고 탄력 있게 만들어줍니다. 항산화 성분이 함유되어 있어 피부 노화 방지에 도움을 줍니다. 민감한 피부에도 적합하나, 견과류 알레르기가 있는 경우 주의가 필요합니다.",,,민감성,견과류 알레르기
호두씨껍질추출물,"호두씨껍질추출물은 호두의 씨껍질에서 추출한 성분으로, 주로 각질 제거 및 피부 정화를 돕는 스크럽 제품에 사용됩니다. 항산화 효과가 있어 피부 노화 방지에 기여할 수 있으며, 알레르기 반응이 있을 수 있으므로 사용 전 패치 테스트가 필요합니다.",,,민감성,알레르기
호두나무잎추출물,"호두나무잎추출물은 주로 피부 진정 효과와 항산화 작용을 위해 사용됩니다. 피부를 촉촉하게 유지하고 잔주름을 완화하는 데 도움이 되며, 외부 자극에 대한 보호막을 형성합니다. 알레르기 반응 가능성이 있으므로 사용 전 패치 테스트가 권장됩니다.",,,민감성,알레르기
호두나무잎,"호두나무잎(호두잎)은 항염 및 항균 효과가 있어 피부 진정과 트러블 완화에 유용하며, 항산화 작용으로 피부 노화 방지에 도움을 줄 수 있습니다. 그러나 민감한 피부에는 자극을 줄 수 있어 사용 전 테스트가 필요합니다.",,,민감성,자극
호두나무열매껍질추출물,"호두나무열매껍질추출물은 주로 각질 제거 및 엑스폴리에이션을 위한 스크럽 제품에 사용됩니다. 천연 각질 제거제로서 피부를 부드럽게 하고 매끄럽게 만들어 주며, 자극이 적어 대부분의 피부 타입에 안전하지만 민감성 피부는 주의가 필요할 수 있습니다.",[안전],1,민감성,없음
호두나무열매껍질가루,"호두나무열매껍질가루는 각질 제거에 효과적인 자연 스크럽제로, 피부를 부드럽고 매끄럽게 만들어 줍니다. 그러나 입자가 거칠 수 있어 민감성 피부에는 주의를 요하며, 사용 후 충분한 보습이 필요합니다.",[안전],1,민감성,자극
호두나무목부추출물,"호두나무목부추출물은 주로 항산화 및 항염 효과가 있어 피부 보호와 진정에 도움을 줍니다. 피부를 건강하게 보이도록 도와줄 수 있으나, 호두 알레르기가 있는 경우 주의가 필요합니다.",,,민감성,호두 알레르기
호두나무꽃추출물,"호두나무꽃추출물은 피부 개선과 진정 효과로 알려진 성분으로, 항산화 성분이 풍부하여 노화 방지에 기여할 수 있습니다. 민감성 피부에는 주의가 필요하며, 알레르기 반응 가능성을 고려해야 합니다.",,,민감성,알레르기
호두,호두(호도나무씨)는 흔히 피부 세정 제품에서 물리적 각질 제거제로 사용됩니다. 풍부한 지방산과 비타민이 함유되어 있어 피부 영양과 보습에도 도움을 줄 수 있습니다. 그러나 민감한 피부에는 자극을 줄 수 있으므로 주의가 필요합니다.,[안전],1,민감성,자극
호동잎추출물,"호동잎추출물은 보습및 진정 효과가 뛰어난 성분으로, 피부 자극을 완화하고 탄력을 향상시키는 데 도움을 줍니다. 항산화 특성이 있어 노화 방지에도 기여합니다. 일부 민감성 피부에는 주의를 요할 수 있으니 사용하는 것이 좋습니다.",,,민감성,없음
호동씨오일,"호동씨오일은 강력한 항염과 재생 효과로 알려져 있으며, 피부 장벽 강화와 수분 공급에 효과적입니다. 상처 치유 촉진에도 도움을 줄 수 있습니다. 다만, 피부에 따라 자극이 있을 수 있어 사용 전 패치 테스트가 권장됩니다.",[안전],1,없음,자극
호동껍질가루,"호동껍질가루는 각질 제거에 효과적인 자연 유래 성분으로, 피부를 부드럽고 매끈하게 만듭니다. 항산화 성분이 있어 피부 보호에도 도움을 줄 수 있지만, 민감성 피부에는 자극을 줄 수 있으니 주의하여 사용해야 합니다.",,,민감성,자극
호데닌,"호데닌은 천연 식물성 알칼로이드로, 주로 보충제와 스킨케어 제품에 사용됩니다. 피부 탄력 개선과 젊음을 유지하는 데 도움이 되며, 항균 특성도 있습니다. 하지만 과다 사용 시 피부 자극 가능성이 있으므로 주의가 필요합니다.",,,없음,자극
호노키올,"호노키올은 자작나무과 식물에서 추출된 천연 성분으로 항염증 및 항산화 효과가 있어 피부 진정과 회복에 도움을 주며, 노화 방지에도 사용됩니다. 민감성 피부에도 적합하지만 고농도 사용 시 피부 자극 가능성이 있어 적절한 농도가 중요합니다.",[안전],1,민감성,고농도시 주의
형개추출물,"형개추출물은 피부 진정 및 항염 효과가 있어 화장품에 자주 사용됩니다. 특히 민감성 피부에 적합하며, 가려움증 완화 및 피부 보호 기능이 있습니다. 그러나 특정 알레르기가 있는 경우 주의가 필요합니다.",[안전],1,민감성,알레르기
협죽도잎추출물,"협죽도잎추출물은 화장품에서 항산화 및 보습 기능을 제공하기 위해 사용됩니다. 그러나 협죽도는 독성이 있어 농도 및 사용량에 주의가 필요합니다. 피부 자극을 예방하기 위해 저농도로 사용되며, 안전성 검증 제품을 선택하는 것이 중요합니다.",,,없음,고농도 사용 주의
협죽도(夾竹桃)과,"협죽도과(Thevetia peruviana)는 주로 관상용으로 사용되며, 그 씨앗과 꽃에 함유된 강력한 독성 성분으로 인해 화장품에 직접 사용되지는 않습니다. 접촉 시 피부 자극을 유발할 수 있어 주의가 필요합니다. 어린이와 반려동물의 접근을 피해야 합니다.",,,없음,피부 자극
